Agency,Neighborhood,Price,link,sq_mtrs,Bedrooms,Bathrooms
Spark Properties,"Mbaazi, Mbaazi, Lavington, Dagoretti North","KSh 150,000",/listings/3-bedroom-apartment-for-rent-lavington-3467485,3,3,2
Furnished Rentals,"Lavington, Dagoretti North","KSh 150,000",/listings/furnished-3-bedroom-apartment-for-rent-lavington-3467903,3,3,3
Furnished Rentals,"Kilimani, Dagoretti North","KSh 150,000",/listings/furnished-2-bedroom-apartment-for-rent-kilimani-3468193,2,2,2
Furnished Rentals,"Kileleshwa, Dagoretti North","KSh 150,000",/listings/furnished-3-bedroom-apartment-for-rent-kileleshwa-3468202,3,3,3
J M Mccarthy Properties Ltd,"Westlands Area, Westlands","KSh 150,000",/listings/2-bedroom-apartment-for-rent-westlands-area-3465537,2,2,2
Buy Rent Shelters,"General Mathenge, Westlands","KSh 155,000",/listings/4-bedroom-apartment-for-rent-general-mathenge-3468257,4,4,4
Furnished Rentals,"Parklands, Westlands","KSh 155,000",/listings/furnished-2-bedroom-apartment-for-rent-parklands-3468301,2,2,2
Ensuite Realtors,"Brookside, Westlands","KSh 155,000",/listings/3-bedroom-apartment-for-rent-brookside-3461845,3,3,5
Buy Rent Shelters,"General Mathenge, Spring Valley, Westlands","KSh 155,000",/listings/4-bedroom-apartment-for-rent-spring-valley-3468669,4,4,4
Paradigm Homes,"Brookside, Westlands","KSh 155,000",/listings/3-bedroom-apartment-for-rent-brookside-3461544,3,3,5
Dmus Realtors,"Riverside Drive, Riverside, Westlands","KSh 155,000",/listings/3-bedroom-apartment-for-rent-riverside-3467939,2950,3,5
Pam Golding Properties,"Westlands Area, Westlands","KSh 158,000",/listings/4-bedroom-apartment-for-rent-westlands-area-3450321,4,4,3
Mambo Properties Enterprise,"Mpaka Rd, Westlands Area, Westlands","KSh 160,000",/listings/4-bedroom-apartment-for-rent-westlands-area-3437704,24,4,3
Mambo Properties Enterprise,"General Mathenge, General Mathenge, Westlands","KSh 160,000",/listings/2-bedroom-apartment-for-rent-general-mathenge-3445261,16,2,2
Pam Golding Properties,"Gigiri, Westlands","KSh 160,000",/listings/1-bedroom-apartment-for-rent-gigiri-1-3454482,1,1,1
Gimco Limited,"Lavington, Dagoretti North","KSh 160,000",/listings/4-bedroom-apartment-for-rent-lavington-3442825,4,4,
Prudential Green Ville,"kilimani, Kilimani, Kilimani, Dagoretti North","KSh 160,000",/listings/4-bedroom-apartment-for-rent-kilimani-1-3446483,4,4,4
Origin Homes,"Lavington, Dagoretti North","KSh 160,000",/listings/4-bedroom-apartment-for-rent-lavington-1-3458089,4,4,4
Jazari Homes,"Ole-ndume road, Kilimani, Kilimani, Dagoretti North","KSh 160,000",/listings/furnished-4-bedroom-apartment-for-rent-kilimani-3465603,4,4,3
Sky Limits Ventures,"Riara Rd, Lavington, Dagoretti North","KSh 160,000",/listings/furnished-3-bedroom-apartment-for-rent-lavington-3468153,3,3,3
Wealthlink Realtors Ltd,"General Mathenge, Westlands","KSh 160,000",/listings/furnished-3-bedroom-apartment-for-rent-general-mathenge-3460437,280,3,3
Wealthlink Realtors Ltd,"Westlands Area, Westlands","KSh 160,000",/listings/furnished-3-bedroom-apartment-for-rent-westlands-area-3464339,3,3,2
Wealthlink Realtors Ltd,"Westlands Area, Westlands","KSh 160,000",/listings/furnished-2-bedroom-apartment-for-rent-westlands-area-3465940,2,2,2
Wealthlink Realtors Ltd,"General Mathenge, Westlands","KSh 160,000",/listings/furnished-3-bedroom-apartment-for-rent-general-mathenge-3460437,280,3,3
Wealthlink Realtors Ltd,"Westlands Area, Westlands","KSh 160,000",/listings/furnished-3-bedroom-apartment-for-rent-westlands-area-3464339,3,3,2
Wealthlink Realtors Ltd,"Westlands Area, Westlands","KSh 160,000",/listings/furnished-2-bedroom-apartment-for-rent-westlands-area-3465940,2,2,2
Wealthlink Realtors Ltd,"Gigiri, Westlands","KSh 160,000",/listings/3-bedroom-apartment-for-rent-gigiri-3466737,3,3,2
Dakima Home International,"Oldonyo Sabuk, Westlands Area, Westlands","KSh 160,000",/listings/2-bedroom-apartment-for-rent-westlands-area-3445482,2,2,2
Dakima Home International,"Brookside, Brookside, Westlands","KSh 160,000",/listings/3-bedroom-apartment-for-rent-brookside-3465090,3,3,3
Rejima Homes Ltd,"Westlands Area, Westlands","KSh 160,000",/listings/furnished-3-bedroom-apartment-for-rent-westlands-area-3444411,3,3,
Rejima Homes Ltd,"General Mathenge, Westlands","KSh 160,000",/listings/3-bedroom-apartment-for-rent-general-mathenge-3466544,3,3,4
Rejima Homes Ltd,"Rhapta Road, Westlands","KSh 160,000",/listings/furnished-1-bedroom-apartment-for-rent-rhapta-road-3467927,1,1,2
Ws Properties Limited,"Gitanga Road, Kileleshwa, Dagoretti North","KSh 160,000",/listings/furnished-3-bedroom-apartment-for-rent-kileleshwa-3397768,220,3,3
Lizmor Properties,"Opposite Parklands Baptist Church, Westlands Area, Westlands","KSh 160,000",/listings/furnished-3-bedroom-apartment-for-rent-westlands-area-3468578,3,3,3
Taji Suburbs Ltd,"Spring Valley, Westlands","KSh 160,000",/listings/4-bedroom-apartment-for-rent-spring-valley-3463355,4,4,4
A List Real Estate,"Valley Arcade, Mbaazi Avenue, Lavington, Dagoretti North","KSh 160,000",/listings/3-bedroom-apartment-for-rent-lavington-3460515,3,3,3
Allione Real Estate,"Valley Arcade, Dagoretti North","KSh 160,000",/listings/3-bedroom-apartment-for-rent-valley-arcade-3443958,3,3,3
Greenday Properties,"Spring Valley, Westlands","KSh 160,000",/listings/2-bedroom-apartment-for-rent-spring-valley-3447625,130,2,1
J M Mccarthy Properties Ltd,"Riverside, Westlands","KSh 160,000",/listings/3-bedroom-apartment-for-rent-riverside-3465888,3,3,3
Dalizu Holdings Limited,"Kileleshwa, Dagoretti North","KSh 160,000",/listings/furnished-2-bedroom-apartment-for-rent-kileleshwa-3458914,2,2,2
Coralinternational Ltd,"Brookside, Westlands","KSh 160,000",/listings/4-bedroom-apartment-for-rent-brookside-3466564,4,4,4
Coralinternational Ltd,"Mvuli road, Westlands Area, Westlands","KSh 160,000",/listings/3-bedroom-apartment-for-rent-westlands-area-3466960,3,3,2
Opus Properties,"Upper Hill, Langata","KSh 160,000",/listings/furnished-3-bedroom-apartment-for-rent-upper-hill-3458117,3,3,
Canaan Properties,"General Mathenge, Westlands","KSh 160,000",/listings/3-bedroom-apartment-for-rent-general-mathenge-3465937,3,3,5
Eastwood Consulting Ltd,"Donyo Sabuk Avenue , General Mathenge, Westlands","KSh 160,000",/listings/4-bedroom-apartment-for-rent-general-mathenge-3416895,344,4,4
Mambo Properties Enterprise,"General Mathenge, Westlands","KSh 160,000",/listings/2-bedroom-apartment-for-rent-general-mathenge-3444329,16,2,3
Mambo Properties Enterprise,"Ole Dume, Kilimani, Dagoretti North","KSh 160,000",/listings/3-bedroom-apartment-for-rent-kilimani-3454710,23,3,3
Mambo Properties Enterprise,"Mwingi Rd, Kileleshwa, Dagoretti North","KSh 160,000",/listings/3-bedroom-apartment-for-rent-kileleshwa-3454720,23,3,3
Green Knight Properties,"Denispritt, Kitale Lane, Kilimani, Dagoretti North","KSh 160,000",/listings/furnished-2-bedroom-apartment-for-rent-kilimani-3464208,2,2,2
Cass Homes Limited,"Riverside, Westlands","KSh 160,000",/listings/3-bedroom-apartment-for-rent-riverside-3465947,3,3,4
Azizi Realtors,"Mbaazi Avenue, Lavington, Dagoretti North","KSh 160,000",/listings/3-bedroom-apartment-for-rent-lavington-3463949,3,3,2
Origin Homes,"Karura, Westlands","KSh 160,000",/listings/2-bedroom-apartment-for-rent-karura-3463321,2,2,3
Wealthlink Realtors Ltd,"Westlands Area, Westlands","KSh 160,000",/listings/furnished-1-bedroom-apartment-for-rent-westlands-area-3458242,2000,1,1
Origin Homes,"Karura, Westlands","KSh 160,000",/listings/2-bedroom-apartment-for-rent-karura-3463321,2,2,3
Wealthlink Realtors Ltd,"Westlands Area, Westlands","KSh 160,000",/listings/furnished-1-bedroom-apartment-for-rent-westlands-area-3458242,2000,1,1
Wealthlink Realtors Ltd,"Westlands Area, Westlands","KSh 160,000",/listings/furnished-2-bedroom-apartment-for-rent-westlands-area-3466106,20000,2,2
Olympia Gold Real Estate,"Riverside, Westlands","KSh 160,000",/listings/3-bedroom-apartment-for-rent-riverside-3461548,3,3,3
Rejima Homes Ltd,"Kileleshwa, Dagoretti North","KSh 160,000",/listings/furnished-2-bedroom-apartment-for-rent-kileleshwa-3468052,2,2,3
Westside Real Estate,"01, Marula Lane, Kilimani, Dagoretti North","KSh 160,000",/listings/4-bedroom-apartment-for-rent-kilimani-3464084,250,4,4
Ws Properties Limited,"General Mathenge Road, General Mathenge, Westlands","KSh 160,000",/listings/4-bedroom-apartment-for-rent-general-mathenge-3396481,260,4,5
Ws Properties Limited,"Lavington, Dagoretti North","KSh 160,000",/listings/furnished-2-bedroom-apartment-for-rent-lavington-3463938,2,2,2
Lighthouse Homes Limited,"Parklands, Westlands","KSh 160,000",/listings/3-bedroom-apartment-for-rent-parklands-3463362,3,3,4
Ensuite Realtors,"Othaya Road, Kileleshwa, Dagoretti North","KSh 160,000",/listings/4-bedroom-apartment-for-rent-kileleshwa-3459530,4,4,6
Canaan Properties,"Kilimani, Dagoretti North","KSh 160,000",/listings/3-bedroom-apartment-for-rent-kilimani-3468146,3,3,4
Mambo Properties Enterprise,"Ole Dume, Kilimani, Dagoretti North","KSh 160,000",/listings/3-bedroom-apartment-for-rent-kilimani-3436907,23,3,3
Mambo Properties Enterprise,"General Mathenge, General Mathenge, Westlands","KSh 160,000",/listings/4-bedroom-apartment-for-rent-general-mathenge-3436996,24,4,4
Cass Homes Limited,"Rhapta Road, Rhapta Road, Westlands","KSh 160,000",/listings/3-bedroom-apartment-for-rent-rhapta-road-3438847,3,3,
Cass Homes Limited,"Riverside, Westlands","KSh 160,000",/listings/3-bedroom-apartment-for-rent-riverside-3467665,3,3,4
Prudential Green Ville,"kilimani, Kilimani, Kilimani, Dagoretti North","KSh 160,000",/listings/3-bedroom-apartment-for-rent-kilimani-2-3456344,3,3,3
Highend Consulting,"General Mathenge Drive, Spring Valley, Westlands","KSh 160,000",/listings/4-bedroom-apartment-for-rent-spring-valley-40801,232,4,5
Wealthlink Realtors Ltd,"Loresho, Westlands","KSh 160,000",/listings/4-bedroom-apartment-for-rent-loresho-3461906,4,4,4
Pam Golding Properties,"Westlands Area, Westlands","KSh 160,000",/listings/2-bedroom-apartment-for-rent-westlands-area-3452353,2,2,2
Simkar Group Limited,"Westlands, Westlands Area, Westlands","KSh 160,000",/listings/2-bedroom-apartment-for-rent-westlands-area-3451419,2,2,2
Cass Homes Limited,"Rhapta Road, Rhapta Road, Westlands","KSh 160,000",/listings/3-bedroom-apartment-for-rent-rhapta-road-3438847,3,3,
Cass Homes Limited,"Riverside, Westlands","KSh 160,000",/listings/3-bedroom-apartment-for-rent-riverside-3467665,3,3,4
Sir Francis Marketingconsultants Ltd,"Argwings Kodhek Road, Kilimani, Dagoretti North","KSh 160,000",/listings/furnished-3-bedroom-apartment-for-rent-kilimani-3462075,260,3,4
Buy Rent Shelters,"General Mathenge, General Mathenge, Westlands","KSh 160,000",/listings/4-bedroom-apartment-for-rent-general-mathenge-3467128,4,4,4
Furaha Properties,"Nyali Area, Nyali","KSh 160,000",/listings/3-bedroom-apartment-for-rent-nyali-area-3435236,3,3,4
Pmc Estates Limited,"Kilimani, Dagoretti North","KSh 160,000",/listings/2-bedroom-apartment-for-rent-kilimani-3442298,2,2,
Fit Property,"Mpaka Road, Westlands, Nairobi, Westlands Area, Westlands","KSh 160,000",/listings/4-bedroom-apartment-for-rent-westlands-area-3436310,186,4,
Lizmor Properties,"Westlands Area, Westlands","KSh 160,000",/listings/furnished-2-bedroom-apartment-for-rent-westlands-area-3433166,2,2,
Lizmor Properties,"Waiyaki Way, Westlands","KSh 160,000",/listings/furnished-1-bedroom-apartment-for-rent-waiyaki-way-3461770,1,1,2
Sunflag Kenya,"Lower kabete, Kabete Lane, Spring Valley, Westlands","KSh 160,000",/listings/furnished-3-bedroom-apartment-for-rent-spring-valley-3392426,4645,3,2
Dalizu Holdings Limited,"Brookside, Westlands","KSh 160,000",/listings/3-bedroom-apartment-for-rent-brookside-3468381,3,3,4
Mambo Properties Enterprise,"Ole Dume, Kilimani, Dagoretti North","KSh 165,000",/listings/3-bedroom-apartment-for-rent-kilimani-3445701,24,3,3
Eden Height Realty,"Rhapta Road, Westlands","KSh 165,000",/listings/furnished-3-bedroom-apartment-for-rent-rhapta-road-3465527,3,3,3
Calmillers_Holding_Ltd,"Argwings Kodhek, Kilimani, Dagoretti North","KSh 165,000",/listings/3-bedroom-apartment-for-rent-kilimani-3453820,230,3,4
Afrique Properties Limited,"Mpaka Road, Westlands Area, Westlands","KSh 165,000",/listings/furnished-4-bedroom-apartment-for-rent-westlands-area-3461738,4,4,4
Canaan Properties,"Parklands, Westlands","KSh 165,000",/listings/4-bedroom-apartment-for-rent-parklands-3467421,4,4,
Dayfield Agencies,"General Mathenge, Westlands","KSh 165,000",/listings/3-bedroom-apartment-for-rent-general-mathenge-3467594,3,3,3
Falcon Sight Properties,"General mathenge, General Mathenge, Westlands","KSh 165,000",/listings/3-bedroom-apartment-for-rent-general-mathenge-3462659,2800,3,4
Fit Property,"6Th Parklands, Nairobi , Parklands, Westlands","KSh 165,000",/listings/3-bedroom-apartment-for-rent-parklands-3424247,260,3,
Ws Properties Limited,"General Mathenge Road, General Mathenge, Westlands","KSh 165,000",/listings/3-bedroom-apartment-for-rent-general-mathenge-3397251,260,3,4
Coralinternational Ltd,"Westlands Area, Westlands","KSh 165,000",/listings/furnished-4-bedroom-apartment-for-rent-westlands-area-3461353,4,4,3
Coralinternational Ltd,"Brookside, Westlands","KSh 165,000",/listings/4-bedroom-apartment-for-rent-brookside-3463431,4,4,3
Green Knight Properties,"Peponi Road, Peponi Road, Karura, Westlands","KSh 165,000",/listings/2-bedroom-apartment-for-rent-karura-3464312,2,2,2
Geoscape Global Limited,"Kilimani, Dagoretti North","KSh 165,000",/listings/3-bedroom-apartment-for-rent-kilimani-3456004,3,3,3
Pmc Estates Limited,"Lavington, Dagoretti North","KSh 165,000",/listings/furnished-2-bedroom-apartment-for-rent-lavington-3445572,2,2,
Westside Real Estate,"Galana Road, Kilimani, Dagoretti North","KSh 165,000",/listings/2-bedroom-apartment-for-rent-kilimani-3434144,2,2,3
Coralinternational Ltd,"Argwings Kodhek, Lavington, Dagoretti North","KSh 170,000",/listings/3-bedroom-apartment-for-rent-lavington-3464412,3,3,3
Mambo Properties Enterprise,"General Mathenge, General Mathenge, Westlands","KSh 170,000",/listings/3-bedroom-apartment-for-rent-general-mathenge-3445686,23,3,3
Mambo Properties Enterprise,"Arwings Kodhek, Kilimani, Dagoretti North","KSh 170,000",/listings/3-bedroom-apartment-for-rent-kilimani-3450039,28,3,4
Mambo Properties Enterprise,"Kitale Lane, Kilimani, Dagoretti North","KSh 170,000",/listings/3-bedroom-apartment-for-rent-kilimani-3454713,23,3,3
Mambo Properties Enterprise,"Peponi rd, Spring Valley, Westlands","KSh 170,000",/listings/2-bedroom-apartment-for-rent-spring-valley-3468481,150,2,2
Capstone Properties,"General Mathege, General Mathenge, Westlands","KSh 170,000",/listings/3-bedroom-apartment-for-rent-general-mathenge-3460399,175,3,3
Prudential Green Ville,"riverside, Riverside, Riverside, Westlands","KSh 170,000",/listings/3-bedroom-apartment-for-rent-riverside-1-3457113,3,3,3
Sky Limits Ventures,"Othaya Rd, Kileleshwa, Dagoretti North","KSh 170,000",/listings/3-bedroom-apartment-for-rent-kileleshwa-3423146,3,3,4
Hyra Real Estate Ltd,"Parklands, Westlands","KSh 170,000",/listings/3-bedroom-apartment-for-rent-parklands-3451394,3,3,3
Dakima Home International,"General Mathenge, General Mathenge, Westlands","KSh 170,000",/listings/3-bedroom-apartment-for-rent-general-mathenge-3445490,3,3,3
Dakima Home International,"General mathenge, General Mathenge, Westlands","KSh 170,000",/listings/3-bedroom-apartment-for-rent-general-mathenge-3465064,3,3,3
Castles Cabins Realtors,"Nyari, Westlands","KSh 170,000",/listings/3-bedroom-apartment-for-rent-nyari-3460428,3,3,3
Ws Properties Limited,"General Mathenge Road, General Mathenge, Westlands","KSh 170,000",/listings/4-bedroom-apartment-for-rent-general-mathenge-3397280,250,4,5
Ws Properties Limited,"Brookside Drive, Brookside, Westlands","KSh 170,000",/listings/3-bedroom-apartment-for-rent-brookside-3397548,230,3,4
Mambo Properties Enterprise,"Dennis Pritt, Kilimani, Dagoretti North","KSh 170,000",/listings/furnished-2-bedroom-apartment-for-rent-kilimani-3449563,12,2,2
Crystal Valuers Ltd,"Signature Residence Nairobi, Kileleshwa, Dagoretti North","KSh 170,000",/listings/3-bedroom-apartment-for-rent-kileleshwa-1-3449106,20,3,3
Crystal Valuers Ltd,"Amrutha Brookside Dr Nairobi, Brookside, Westlands","KSh 170,000",/listings/furnished-3-bedroom-apartment-for-rent-brookside-3449483,186,3,3
Eden Height Realty,", Dennis Pritt, Kilimani, Dagoretti North","KSh 170,000",/listings/2-bedroom-apartment-for-rent-kilimani-3447882,2,2,2
Absolute Estate Agents,"Menelik road Kilimani , Kilimani, Dagoretti North","KSh 170,000",/listings/furnished-2-bedroom-apartment-for-rent-kilimani-40780,18,2,3
Masterways Properties Ltd,"School Lane, Brookside, Westlands","KSh 170,000",/listings/furnished-3-bedroom-apartment-for-rent-brookside-3464051,3,3,4
Cloud Real Estate,"Parklands, Westlands","KSh 170,000",/listings/furnished-2-bedroom-apartment-for-rent-parklands-3386523,2,2,2
Rejima Homes Ltd,"General Mathenge, Westlands","KSh 170,000",/listings/2-bedroom-apartment-for-rent-general-mathenge-3467317,2,2,3
Dunhill Consulting Limited,"Chaka Road, Kilimani, Dagoretti North","KSh 170,000",/listings/furnished-1-bedroom-apartment-for-rent-kilimani-3432489,1,1,
Furnished Rentals,"Kilimani, Dagoretti North","KSh 170,000",/listings/furnished-2-bedroom-apartment-for-rent-kilimani-3467824,2,2,2
Furnished Rentals,"Kilimani, Dagoretti North","KSh 170,000",/listings/furnished-3-bedroom-apartment-for-rent-kilimani-3467948,3,3,3
Swiveltrend Ltd,"Marcus Garvey Road, Kilimani, Dagoretti North","KSh 170,000",/listings/furnished-3-bedroom-apartment-for-rent-kilimani-2-3453177,4047,3,
Green Knight Properties,"Dennis Pritt, Kilimani, Dagoretti North","KSh 170,000",/listings/2-bedroom-apartment-for-rent-kilimani-3409650,2,2,2
Mambo Properties Enterprise,"Othaya Rd, Kileleshwa, Dagoretti North","KSh 170,000",/listings/3-bedroom-apartment-for-rent-kileleshwa-3454666,23,3,3
Kenya Classic Homes,"Kilimani, Dagoretti North","KSh 170,000",/listings/5-bedroom-apartment-for-rent-kilimani-3462304,300,5,6
Capstone Properties,"Riverside, Westlands","KSh 170,000",/listings/3-bedroom-apartment-for-rent-riverside-3466962,3,3,3
Halifax Estate Agency,"Mpaka road, Parklands, Westlands","KSh 170,000",/listings/4-bedroom-apartment-for-rent-parklands-3461435,4,4,3
Pam Golding Properties,"Kilimani, Dagoretti North","KSh 170,000",/listings/furnished-1-bedroom-apartment-for-rent-kilimani-3437572,1,1,1
Pam Golding Properties,"Westlands Area, Westlands","KSh 170,000",/listings/3-bedroom-apartment-for-rent-westlands-area-3453788,3,3,3
Gemac Properties,"Brookside Drive, Brookside, Westlands","KSh 170,000",/listings/3-bedroom-apartment-for-rent-brookside-1-3451717,270,3,4
